subject,text,item,present,response,correct
x5147x,Hepatitis,incidents,0,0,1
x5147x,Hepatitis,worldwide,1,1,1
x5147x,Hepatitis,chronic,1,1,1
x5147x,Hepatitis,affecting,1,1,1
x5147x,Hepatitis,cell,1,0,0
x5147x,Hepatitis,wastes,0,0,1
x5147x,Hepatitis,handled,0,0,1
x5147x,Hepatitis,death,1,1,1
x5147x,Marriage,hearts,0,0,1
x5147x,Marriage,provision,0,0,1
x5147x,Marriage,covenant,1,1,1
x5147x,Marriage,binding,1,1,1
x5147x,Marriage,unconscious,1,0,0
x5147x,Marriage,witnessed,0,0,1
x5147x,Marriage,emotional,1,1,1
x5147x,Marriage,court,0,0,1
x5147x,Marriage,proper,1,1,1
x5147x,Marriage,registry,1,1,1
x5147x,Marriage,partnership,0,1,0
x5147x,Marriage,fortune,1,0,0
x5147x,Marriage,married,1,1,1
x5147x,Marriage,courting,0,1,0
x5147x,Marriage,superseded,0,0,1
x5147x,Marriage,couple,1,1,1
x5147x,Marriage,formally,1,1,1
x5147x,Marriage,formed,1,1,1
x5147x,Marriage,differences,0,0,1
x5147x,Marriage,office,1,1,1
x5147x,Marriage,individual,0,1,0
x5147x,Marriage,personal,0,1,0
x5147x,Marriage,comfort,0,0,1
x5147x,Marriage,conquest,0,0,1
x5147x,Money,note,0,0,1
x5147x,Money,london,1,1,1
x5147x,Money,selling,1,1,1
x5147x,Money,debt,0,0,1
x5147x,Money,raise,0,1,0
x5147x,Money,association,1,1,1
x5147x,Money,obtaining,0,1,0
x5147x,Money,uncertainty,1,1,1
x5147x,Money,sterling,0,0,1
x5147x,Money,savings,0,0,1
x5147x,Money,operational,1,1,1
x5147x,Money,market,1,1,1
x5147x,Money,banks,1,1,1
x5147x,Money,funds,1,1,1
x5147x,Money,broadly,0,0,1
x5147x,Money,lead,0,1,0
x5147x,Money,services,0,1,0
x5147x,Money,component,0,0,1
x5147x,Money,amounts,1,1,1
x5147x,Money,foreign,0,1,0
x5147x,Money,settled,0,1,0
x5147x,Money,restore,1,0,0
x5147x,Money,target,1,0,0
x5147x,Money,banker,1,1,1
x6037x,Marriage,emotional,1,1,1
x6037x,Marriage,conquest,0,0,1
x6037x,Marriage,fortune,1,1,1
x6037x,Marriage,personal,0,1,0
x6037x,Marriage,proper,1,0,0
x6037x,Marriage,differences,0,1,0
x6037x,Marriage,hearts,0,0,1
x6037x,Marriage,office,1,0,0
x6037x,Marriage,couple,1,1,1
x6037x,Marriage,court,0,1,0
x6037x,Marriage,formally,1,0,0
x6037x,Marriage,individual,0,1,0
x6037x,Marriage,unconscious,1,0,0
x6037x,Marriage,partnership,0,1,0
x6037x,Marriage,witnessed,0,0,1
x6037x,Marriage,registry,1,1,1
x6037x,Marriage,formed,1,1,1
x6037x,Marriage,covenant,1,1,1
x6037x,Marriage,superseded,0,0,1
x6037x,Marriage,binding,1,1,1
x6037x,Marriage,provision,0,0,1
x6037x,Marriage,comfort,0,1,0
x6037x,Marriage,married,1,1,1
x6037x,Marriage,courting,0,0,1
x2088x,Money,london,1,1,1
x2088x,Money,broadly,0,1,0
x2088x,Money,market,1,1,1
x2088x,Money,funds,1,1,1
x2088x,Money,banks,1,1,1
x2088x,Money,raise,0,1,0
x2088x,Money,foreign,0,0,1
x2088x,Money,component,0,1,0
x2088x,Money,target,1,1,1
x2088x,Money,amounts,1,1,1
x2088x,Money,lead,0,1,0
x2088x,Money,banker,1,0,0
x2088x,Money,obtaining,0,1,0
x2088x,Money,selling,1,1,1
x2088x,Money,debt,0,0,1
x2088x,Money,sterling,0,0,1
x2088x,Money,restore,1,1,1
x2088x,Money,savings,0,0,1
x2088x,Money,uncertainty,1,0,0
x2088x,Money,services,0,1,0
x2088x,Money,operational,1,1,1
x2088x,Money,settled,0,1,0
x2088x,Money,note,0,1,0
x2088x,Money,association,1,0,0
x2088x,Rugby,indebted,1,1,1
x2088x,Rugby,detached,0,0,1
x2088x,Rugby,yards,0,1,0
x2088x,Rugby,wide,0,1,0
x2088x,Rugby,disarray,1,1,1
x2088x,Rugby,cover,0,1,0
x2088x,Rugby,landing,1,1,1
x2088x,Rugby,metres,1,0,0
x2088x,Rugby,defeat,0,1,0
x2088x,Rugby,scoring,0,1,0
x2088x,Rugby,handled,1,1,1
x2088x,Rugby,ensuing,0,0,1
x2088x,Rugby,win,1,1,1
x2088x,Rugby,abundance,1,1,1
x2088x,Rugby,penalty,1,1,1
x2088x,Rugby,club,0,1,0
x2088x,Rugby,punt,0,0,1
x2088x,Rugby,kicked,1,1,1
x2088x,Rugby,changed,1,0,0
x2088x,Rugby,score,1,1,1
x2088x,Rugby,drove,0,1,0
x2088x,Rugby,penalties,1,1,1
x2088x,Rugby,parity,0,0,1
x2088x,Rugby,offside,0,1,0
x2841x,Crime,events,1,1,1
x2841x,Crime,trial,1,1,1
x2841x,Crime,appear,1,1,1
x2841x,Crime,morning,0,1,0
x2841x,Crime,ordered,1,1,1
x2841x,Crime,defence,0,1,0
x2841x,Crime,blow,0,0,1
x2841x,Crime,british,0,1,0
x2841x,Crime,doctor,0,0,1
x2841x,Crime,policeman,0,0,1
x2841x,Crime,itinerant,1,1,1
x2841x,Crime,wrong,0,0,1
x2841x,Crime,witnessed,0,1,0
x2841x,Crime,driver,1,1,1
x2841x,Crime,belfast,1,1,1
x2841x,Crime,attack,1,0,0
x2841x,Crime,court,1,1,1
x2841x,Crime,continue,0,0,1
x2841x,Crime,believed,0,1,0
x2841x,Crime,died,1,1,1
x2841x,Crime,evidence,0,1,0
x2841x,Crime,teenage,1,1,1
x2841x,Crime,road,1,1,1
x2841x,Crime,replied,0,1,0
x2841x,Hepatitis,cell,1,1,1
x2841x,Hepatitis,carriers,1,1,1
x2841x,Hepatitis,exposed,0,1,0
x2841x,Hepatitis,chronic,1,1,1
x2841x,Hepatitis,worldwide,1,1,1
x2841x,Hepatitis,hiv,1,1,1
x2841x,Hepatitis,die,1,1,1
x2841x,Hepatitis,causes,1,1,1
x2841x,Hepatitis,handled,0,1,0
x2841x,Hepatitis,prevent,1,1,1
x2841x,Hepatitis,wastes,0,0,1
x2841x,Hepatitis,wear,0,0,1
x2841x,Hepatitis,injuries,0,0,1
x2841x,Hepatitis,exposure,0,1,0
x2841x,Hepatitis,aids,1,1,1
x2841x,Hepatitis,affecting,1,1,1
x2841x,Hepatitis,care,0,1,0
x2841x,Hepatitis,hazards,0,1,0
x2841x,Hepatitis,death,1,1,1
x2841x,Hepatitis,incidents,0,1,0
x2841x,Hepatitis,cleanliness,0,0,1
x2841x,Hepatitis,prevalence,1,0,0
x2841x,Hepatitis,statement,0,0,1
x2841x,Hepatitis,safer,0,0,1
x3438x,Hepatitis,handled,0,1,0
x3438x,Hepatitis,prevalence,1,0,0
x3438x,Hepatitis,incidents,0,1,0
x3438x,Hepatitis,wear,0,1,0
x3438x,Hepatitis,exposed,0,1,0
x3438x,Hepatitis,safer,0,0,1
x3438x,Hepatitis,affecting,1,0,0
x3438x,Hepatitis,chronic,1,1,1
x3438x,Hepatitis,worldwide,1,1,1
x3438x,Hepatitis,injuries,0,1,0
x3438x,Hepatitis,hiv,1,1,1
x3438x,Hepatitis,carriers,1,1,1
x3438x,Hepatitis,care,0,1,0
x3438x,Hepatitis,statement,0,0,1
x3438x,Hepatitis,prevent,1,1,1
x3438x,Hepatitis,exposure,0,1,0
x3438x,Hepatitis,wastes,0,0,1
x3438x,Hepatitis,death,1,1,1
x3438x,Hepatitis,cell,1,1,1
x3438x,Hepatitis,aids,1,1,1
x3438x,Hepatitis,die,1,1,1
x3438x,Hepatitis,cleanliness,0,0,1
x3438x,Hepatitis,hazards,0,0,1
x3438x,Hepatitis,causes,1,1,1
x8896x,Money,banks,1,1,1
x8896x,Money,amounts,1,1,1
x8896x,Money,component,0,1,0
x8896x,Money,raise,0,1,0
x8896x,Money,sterling,0,0,1
x8896x,Money,market,1,1,1
x8896x,Money,target,1,1,1
x8896x,Money,services,0,0,1
x8896x,Money,london,1,1,1
x8896x,Money,banker,1,1,1
x8896x,Money,operational,1,1,1
x8896x,Money,restore,1,1,1
x8896x,Money,funds,1,1,1
x8896x,Money,debt,0,1,0
x8896x,Money,broadly,0,0,1
x8896x,Money,foreign,0,0,1
x8896x,Money,lead,0,0,1
x8896x,Money,association,1,0,0
x8896x,Money,uncertainty,1,1,1
x8896x,Money,savings,0,1,0
x8896x,Money,obtaining,0,1,0
x8896x,Money,selling,1,0,0
x8896x,Money,note,0,1,0
x8896x,Money,settled,0,1,0
x8896x,Rugby,yards,0,1,0
x8896x,Rugby,scoring,0,1,0
x8896x,Rugby,abundance,1,1,1
x8896x,Rugby,win,1,1,1
x8896x,Rugby,penalty,1,1,1
x8896x,Rugby,score,1,1,1
x8896x,Rugby,penalties,1,1,1
x8896x,Rugby,detached,0,0,1
x8896x,Rugby,disarray,1,0,0
x8896x,Rugby,offside,0,1,0
x8896x,Rugby,changed,1,1,1
x8896x,Rugby,drove,0,1,0
x8896x,Rugby,ensuing,0,1,0
x8896x,Rugby,club,0,1,0
x8896x,Rugby,handled,1,0,0
x8896x,Rugby,metres,1,0,0
x8896x,Rugby,kicked,1,1,1
x8896x,Rugby,defeat,0,1,0
x8896x,Rugby,wide,0,1,0
x8896x,Rugby,landing,1,0,0
x8896x,Rugby,parity,0,0,1
x8896x,Rugby,indebted,1,0,0
x8896x,Rugby,punt,0,0,1
x8896x,Rugby,cover,0,1,0
x8896x,Marriage,hearts,0,1,0
x8896x,Marriage,provision,0,1,0
x8896x,Marriage,formed,1,1,1
x8896x,Marriage,unconscious,1,0,0
x8896x,Marriage,comfort,0,1,0
x8896x,Marriage,differences,0,1,0
x8896x,Marriage,covenant,1,1,1
x8896x,Marriage,proper,1,1,1
x8896x,Marriage,conquest,0,0,1
x8896x,Marriage,courting,0,0,1
x8896x,Marriage,individual,0,1,0
x8896x,Marriage,fortune,1,1,1
x8896x,Marriage,office,1,1,1
x8896x,Marriage,personal,0,1,0
x8896x,Marriage,formally,1,1,1
x8896x,Marriage,partnership,0,1,0
x8896x,Marriage,court,0,1,0
x8896x,Marriage,married,1,1,1
x8896x,Marriage,binding,1,1,1
x8896x,Marriage,registry,1,0,0
x8896x,Marriage,emotional,1,1,1
x8896x,Marriage,superseded,0,0,1
x8896x,Marriage,witnessed,0,1,0
x8896x,Marriage,couple,1,1,1
x8896x,Hepatitis,wastes,0,0,1
x8896x,Hepatitis,care,0,1,0
x8896x,Hepatitis,incidents,0,1,0
x8896x,Hepatitis,chronic,1,1,1
x8896x,Hepatitis,exposed,0,1,0
x8896x,Hepatitis,worldwide,1,1,1
x8896x,Hepatitis,prevent,1,1,1
x8896x,Hepatitis,prevalence,1,1,1
x8896x,Hepatitis,hazards,0,1,0
x8896x,Hepatitis,wear,0,0,1
x8896x,Hepatitis,die,1,1,1
x8896x,Hepatitis,causes,1,1,1
x8896x,Hepatitis,death,1,1,1
x8896x,Hepatitis,aids,1,1,1
x8896x,Hepatitis,cell,1,1,1
x8896x,Hepatitis,injuries,0,0,1
x8896x,Hepatitis,carriers,1,1,1
x8896x,Hepatitis,hiv,1,1,1
x8896x,Hepatitis,safer,0,1,0
x8896x,Hepatitis,handled,0,1,0
x8896x,Hepatitis,affecting,1,1,1
x8896x,Hepatitis,exposure,0,1,0
x8896x,Hepatitis,statement,0,0,1
x8896x,Hepatitis,cleanliness,0,1,0
x8896x,Crime,wrong,0,0,1
x8896x,Crime,itinerant,1,1,1
x8896x,Crime,court,1,1,1
x8896x,Crime,died,1,1,1
x8896x,Crime,driver,1,1,1
x8896x,Crime,road,1,1,1
x8896x,Crime,attack,1,1,1
x8896x,Crime,appear,1,1,1
x8896x,Crime,doctor,0,0,1
x8896x,Crime,policeman,0,1,0
x8896x,Crime,trial,1,1,1
x8896x,Crime,believed,0,1,0
x8896x,Crime,witnessed,0,1,0
x8896x,Crime,events,1,1,1
x8896x,Crime,belfast,1,1,1
x8896x,Crime,replied,0,1,0
x8896x,Crime,continue,0,1,0
x8896x,Crime,british,0,1,0
x8896x,Crime,teenage,1,1,1
x8896x,Crime,blow,0,1,0
x8896x,Crime,morning,0,1,0
x8896x,Crime,defence,0,1,0
x8896x,Crime,ordered,1,1,1
x8896x,Crime,evidence,0,1,0
x6138x,Marriage,conquest,0,0,1
x6138x,Marriage,courting,0,0,1
x6138x,Marriage,provision,0,1,0
x6138x,Marriage,individual,0,1,0
x6138x,Marriage,superseded,0,0,1
x6138x,Marriage,personal,0,0,1
x6138x,Marriage,married,1,1,1
x6138x,Marriage,couple,1,1,1
x6138x,Marriage,witnessed,0,0,1
x6138x,Marriage,differences,0,1,0
x6138x,Marriage,formed,1,1,1
x6138x,Marriage,emotional,1,1,1
x6138x,Marriage,comfort,0,0,1
x6138x,Marriage,partnership,0,0,1
x6138x,Marriage,unconscious,1,0,0
x6138x,Marriage,registry,1,1,1
x6138x,Marriage,proper,1,0,0
x6138x,Marriage,office,1,0,0
x6138x,Marriage,court,0,0,1
x6138x,Marriage,fortune,1,0,0
x6138x,Marriage,formally,1,1,1
x6138x,Marriage,hearts,0,0,1
x6138x,Marriage,binding,1,1,1
x6138x,Marriage,covenant,1,1,1
x5143x,Crime,continue,0,0,1
x5143x,Crime,evidence,0,1,0
x5143x,Crime,defence,0,0,1
x5143x,Crime,driver,1,1,1
x5143x,Crime,itinerant,1,1,1
x5143x,Crime,policeman,0,0,1
x5143x,Crime,wrong,0,0,1
x5143x,Crime,ordered,1,0,0
x5143x,Crime,british,0,0,1
x5143x,Crime,morning,0,0,1
x5143x,Crime,appear,1,1,1
x5143x,Crime,road,1,1,1
x5143x,Crime,teenage,1,1,1
x5143x,Crime,witnessed,0,1,0
x5143x,Crime,believed,0,1,0
x5143x,Crime,doctor,0,0,1
x5143x,Crime,trial,1,1,1
x5143x,Crime,belfast,1,1,1
x5143x,Crime,replied,0,0,1
x5143x,Crime,attack,1,0,0
x5143x,Crime,died,1,1,1
x5143x,Crime,court,1,1,1
x5143x,Crime,events,1,1,1
x5143x,Crime,blow,0,0,1
x5143x,Money,restore,1,1,1
x5143x,Money,banker,1,1,1
x5143x,Money,note,0,1,0
x5143x,Money,banks,1,1,1
x5143x,Money,services,0,0,1
x5143x,Money,settled,0,0,1
x5143x,Money,selling,1,1,1
x5143x,Money,sterling,0,0,1
x5143x,Money,debt,0,1,0
x5143x,Money,amounts,1,1,1
x5143x,Money,obtaining,0,0,1
x5143x,Money,funds,1,1,1
x5143x,Money,market,1,1,1
x5143x,Money,raise,0,1,0
x5143x,Money,savings,0,1,0
x5143x,Money,operational,1,0,0
x5143x,Money,component,0,1,0
x5143x,Money,london,1,1,1
x5143x,Money,association,1,0,0
x5143x,Money,foreign,0,0,1
x5143x,Money,target,1,1,1
x5143x,Money,lead,0,0,1
x5143x,Money,uncertainty,1,0,0
x5143x,Money,broadly,0,0,1
x5143x,Marriage,conquest,0,0,1
x5143x,Marriage,binding,1,1,1
x5143x,Marriage,formed,1,1,1
x5143x,Marriage,proper,1,1,1
x5143x,Marriage,registry,1,0,0
x5143x,Marriage,formally,1,1,1
x5143x,Marriage,court,0,0,1
x5143x,Marriage,partnership,0,1,0
x5143x,Marriage,fortune,1,1,1
x5143x,Marriage,covenant,1,1,1
x5143x,Marriage,comfort,0,0,1
x5143x,Marriage,differences,0,0,1
x5143x,Marriage,superseded,0,0,1
x5143x,Marriage,unconscious,1,1,1
x5143x,Marriage,married,1,1,1
x5143x,Marriage,couple,1,1,1
x5143x,Marriage,hearts,0,0,1
x5143x,Marriage,personal,0,1,0
x5143x,Marriage,individual,0,0,1
x5143x,Marriage,provision,0,0,1
x5143x,Marriage,emotional,1,1,1
x5143x,Marriage,courting,0,0,1
x5143x,Marriage,office,1,0,0
x5143x,Marriage,witnessed,0,0,1
x9015x,Hepatitis,causes,1,1,1
x9015x,Hepatitis,cell,1,1,1
x9015x,Hepatitis,exposure,0,0,1
x9015x,Hepatitis,prevalence,1,1,1
x9015x,Hepatitis,carriers,1,1,1
x9015x,Hepatitis,injuries,0,0,1
x9015x,Hepatitis,death,1,0,0
x9015x,Hepatitis,statement,0,0,1
x9015x,Hepatitis,exposed,0,1,0
x9015x,Hepatitis,die,1,1,1
x9015x,Hepatitis,aids,1,1,1
x9015x,Hepatitis,cleanliness,0,0,1
x9015x,Hepatitis,handled,0,0,1
x9015x,Hepatitis,care,0,1,0
x9015x,Hepatitis,affecting,1,1,1
x9015x,Hepatitis,wear,0,0,1
x9015x,Hepatitis,hazards,0,1,0
x9015x,Hepatitis,wastes,0,0,1
x9015x,Hepatitis,worldwide,1,1,1
x9015x,Hepatitis,safer,0,1,0
x9015x,Hepatitis,prevent,1,1,1
x9015x,Hepatitis,chronic,1,1,1
x9015x,Hepatitis,incidents,0,1,0
x9015x,Hepatitis,hiv,1,1,1
x9015x,Money,uncertainty,1,1,1
x9015x,Money,lead,0,1,0
x9015x,Money,raise,0,1,0
x9015x,Money,foreign,0,0,1
x9015x,Money,sterling,0,0,1
x9015x,Money,banks,1,1,1
x9015x,Money,restore,1,1,1
x9015x,Money,broadly,0,0,1
x9015x,Money,services,0,1,0
x9015x,Money,obtaining,0,0,1
x9015x,Money,amounts,1,1,1
x9015x,Money,operational,1,1,1
x9015x,Money,component,0,0,1
x9015x,Money,banker,1,0,0
x9015x,Money,funds,1,1,1
x9015x,Money,london,1,0,0
x9015x,Money,savings,0,0,1
x9015x,Money,selling,1,0,0
x9015x,Money,target,1,1,1
x9015x,Money,association,1,0,0
x9015x,Money,market,1,0,0
x9015x,Money,debt,0,0,1
x9015x,Money,settled,0,1,0
x9015x,Money,note,0,0,1
x9015x,Marriage,personal,0,1,0
x9015x,Marriage,partnership,0,1,0
x9015x,Marriage,unconscious,1,0,0
x9015x,Marriage,provision,0,0,1
x9015x,Marriage,individual,0,0,1
x9015x,Marriage,couple,1,1,1
x9015x,Marriage,covenant,1,1,1
x9015x,Marriage,hearts,0,1,0
x9015x,Marriage,courting,0,0,1
x9015x,Marriage,differences,0,1,0
x9015x,Marriage,fortune,1,1,1
x9015x,Marriage,binding,1,1,1
x9015x,Marriage,witnessed,0,0,1
x9015x,Marriage,superseded,0,0,1
x9015x,Marriage,registry,1,0,0
x9015x,Marriage,court,0,0,1
x9015x,Marriage,conquest,0,0,1
x9015x,Marriage,comfort,0,0,1
x9015x,Marriage,office,1,0,0
x9015x,Marriage,formed,1,1,1
x9015x,Marriage,emotional,1,1,1
x9015x,Marriage,proper,1,0,0
x9015x,Marriage,married,1,1,1
x9015x,Marriage,formally,1,1,1
x1084x,Hepatitis,safer,0,0,1
x1084x,Hepatitis,prevalence,1,1,1
x1084x,Hepatitis,cell,1,1,1
x1084x,Hepatitis,injuries,0,0,1
x1084x,Hepatitis,exposure,0,1,0
x1084x,Hepatitis,affecting,1,1,1
x1084x,Hepatitis,worldwide,1,1,1
x1084x,Hepatitis,statement,0,0,1
x1084x,Hepatitis,care,0,1,0
x1084x,Hepatitis,chronic,1,1,1
x1084x,Hepatitis,prevent,1,0,0
x1084x,Hepatitis,death,1,1,1
x1084x,Hepatitis,causes,1,1,1
x1084x,Hepatitis,handled,0,0,1
x1084x,Hepatitis,carriers,1,0,0
x1084x,Hepatitis,cleanliness,0,0,1
x1084x,Hepatitis,exposed,0,1,0
x1084x,Hepatitis,hazards,0,0,1
x1084x,Hepatitis,wear,0,1,0
x1084x,Hepatitis,die,1,1,1
x1084x,Hepatitis,incidents,0,0,1
x1084x,Hepatitis,aids,1,1,1
x1084x,Hepatitis,hiv,1,1,1
x1084x,Hepatitis,wastes,0,0,1
x4769x,Hepatitis,causes,1,1,1
x4769x,Hepatitis,die,1,0,0
x4769x,Hepatitis,hiv,1,1,1
x4769x,Hepatitis,death,1,1,1
x4769x,Hepatitis,safer,0,0,1
x4769x,Hepatitis,exposed,0,1,0
x4769x,Hepatitis,carriers,1,1,1
x4769x,Hepatitis,statement,0,0,1
x4769x,Hepatitis,chronic,1,1,1
x4769x,Hepatitis,wastes,0,0,1
x4769x,Hepatitis,incidents,0,1,0
x4769x,Hepatitis,prevent,1,1,1
x4769x,Hepatitis,injuries,0,1,0
x4769x,Hepatitis,aids,1,1,1
x4769x,Hepatitis,worldwide,1,1,1
x4769x,Hepatitis,care,0,1,0
x4769x,Hepatitis,affecting,1,0,0
x4769x,Hepatitis,wear,0,0,1
x4769x,Hepatitis,prevalence,1,1,1
x4769x,Hepatitis,hazards,0,0,1
x4769x,Hepatitis,handled,0,1,0
x4769x,Hepatitis,cell,1,1,1
x4769x,Hepatitis,cleanliness,0,1,0
x4769x,Hepatitis,exposure,0,1,0
x4769x,Marriage,provision,0,0,1
x4769x,Marriage,differences,0,0,1
x4769x,Marriage,proper,1,0,0
x4769x,Marriage,binding,1,1,1
x4769x,Marriage,fortune,1,0,0
x4769x,Marriage,court,0,1,0
x4769x,Marriage,registry,1,1,1
x4769x,Marriage,partnership,0,1,0
x4769x,Marriage,hearts,0,0,1
x4769x,Marriage,formed,1,1,1
x4769x,Marriage,married,1,1,1
x4769x,Marriage,unconscious,1,0,0
x4769x,Marriage,individual,0,1,0
x4769x,Marriage,formally,1,1,1
x4769x,Marriage,witnessed,0,0,1
x4769x,Marriage,courting,0,0,1
x4769x,Marriage,emotional,1,1,1
x4769x,Marriage,comfort,0,0,1
x4769x,Marriage,couple,1,1,1
x4769x,Marriage,superseded,0,0,1
x4769x,Marriage,conquest,0,0,1
x4769x,Marriage,office,1,1,1
x4769x,Marriage,personal,0,1,0
x4769x,Marriage,covenant,1,1,1
x4769x,Rugby,handled,1,0,0
x4769x,Rugby,yards,0,1,0
x4769x,Rugby,win,1,0,0
x4769x,Rugby,defeat,0,0,1
x4769x,Rugby,metres,1,1,1
x4769x,Rugby,penalties,1,1,1
x4769x,Rugby,detached,0,0,1
x4769x,Rugby,indebted,1,0,0
x4769x,Rugby,offside,0,0,1
x4769x,Rugby,penalty,1,1,1
x4769x,Rugby,wide,0,1,0
x4769x,Rugby,club,0,1,0
x4769x,Rugby,kicked,1,1,1
x4769x,Rugby,ensuing,0,1,0
x4769x,Rugby,abundance,1,0,0
x4769x,Rugby,cover,0,0,1
x4769x,Rugby,parity,0,0,1
x4769x,Rugby,landing,1,0,0
x4769x,Rugby,punt,0,1,0
x4769x,Rugby,changed,1,1,1
x4769x,Rugby,disarray,1,0,0
x4769x,Rugby,drove,0,0,1
x4769x,Rugby,score,1,1,1
x4769x,Rugby,scoring,0,1,0
x4769x,Money,raise,0,1,0
x4769x,Money,selling,1,1,1
x4769x,Money,debt,0,1,0
x4769x,Money,london,1,1,1
x4769x,Money,market,1,0,0
x4769x,Money,obtaining,0,1,0
x4769x,Money,target,1,0,0
x4769x,Money,services,0,1,0
x4769x,Money,amounts,1,0,0
x4769x,Money,foreign,0,0,1
x4769x,Money,component,0,0,1
x4769x,Money,lead,0,0,1
x4769x,Money,uncertainty,1,1,1
x4769x,Money,funds,1,1,1
x4769x,Money,association,1,1,1
x4769x,Money,banker,1,1,1
x4769x,Money,note,0,0,1
x4769x,Money,operational,1,1,1
x4769x,Money,broadly,0,0,1
x4769x,Money,sterling,0,0,1
x4769x,Money,settled,0,1,0
x4769x,Money,restore,1,1,1
x4769x,Money,banks,1,1,1
x4769x,Money,savings,0,1,0
x4769x,Crime,continue,0,1,0
x4769x,Crime,witnessed,0,1,0
x4769x,Crime,policeman,0,0,1
x4769x,Crime,road,1,1,1
x4769x,Crime,ordered,1,1,1
x4769x,Crime,doctor,0,0,1
x4769x,Crime,blow,0,0,1
x4769x,Crime,appear,1,1,1
x4769x,Crime,british,0,1,0
x4769x,Crime,events,1,1,1
x4769x,Crime,evidence,0,1,0
x4769x,Crime,believed,0,0,1
x4769x,Crime,replied,0,0,1
x4769x,Crime,belfast,1,1,1
x4769x,Crime,died,1,1,1
x4769x,Crime,attack,1,1,1
x4769x,Crime,driver,1,1,1
x4769x,Crime,court,1,1,1
x4769x,Crime,trial,1,0,0
x4769x,Crime,teenage,1,1,1
x4769x,Crime,morning,0,0,1
x4769x,Crime,wrong,0,0,1
x4769x,Crime,defence,0,1,0
x4769x,Crime,itinerant,1,0,0
x1908x,Marriage,personal,0,0,1
x1908x,Marriage,unconscious,1,1,1
x1908x,Marriage,hearts,0,0,1
x1908x,Marriage,registry,1,1,1
x1908x,Marriage,partnership,0,0,1
x1908x,Marriage,formally,1,0,0
x1908x,Marriage,binding,1,1,1
x1908x,Marriage,courting,0,0,1
x1908x,Marriage,superseded,0,0,1
x1908x,Marriage,comfort,0,0,1
x1908x,Marriage,differences,0,1,0
x1908x,Marriage,office,1,0,0
x1908x,Marriage,couple,1,1,1
x1908x,Marriage,emotional,1,1,1
x1908x,Marriage,married,1,1,1
x1908x,Marriage,provision,0,1,0
x1908x,Marriage,court,0,0,1
x1908x,Marriage,witnessed,0,0,1
x1908x,Marriage,formed,1,1,1
x1908x,Marriage,conquest,0,0,1
x1908x,Marriage,individual,0,1,0
x1908x,Marriage,fortune,1,0,0
x1908x,Marriage,proper,1,1,1
x1908x,Marriage,covenant,1,1,1
x1908x,Hepatitis,exposed,0,1,0
x1908x,Hepatitis,wastes,0,0,1
x1908x,Hepatitis,death,1,1,1
x1908x,Hepatitis,affecting,1,1,1
x1908x,Hepatitis,wear,0,0,1
x1908x,Hepatitis,carriers,1,1,1
x1908x,Hepatitis,incidents,0,0,1
x1908x,Hepatitis,chronic,1,1,1
x1908x,Hepatitis,safer,0,0,1
x1908x,Hepatitis,handled,0,0,1
x1908x,Hepatitis,prevalence,1,0,0
x1908x,Hepatitis,cleanliness,0,0,1
x1908x,Hepatitis,prevent,1,1,1
x1908x,Hepatitis,hiv,1,1,1
x1908x,Hepatitis,injuries,0,0,1
x1908x,Hepatitis,cell,1,1,1
x1908x,Hepatitis,hazards,0,1,0
x1908x,Hepatitis,statement,0,0,1
x1908x,Hepatitis,exposure,0,1,0
x1908x,Hepatitis,causes,1,1,1
x1908x,Hepatitis,die,1,1,1
x1908x,Hepatitis,care,0,0,1
x1908x,Hepatitis,worldwide,1,1,1
x1908x,Hepatitis,aids,1,1,1
x1908x,Crime,road,1,1,1
x1908x,Crime,events,1,1,1
x1908x,Crime,morning,0,1,0
x1908x,Crime,british,0,1,0
x1908x,Crime,wrong,0,0,1
x1908x,Crime,attack,1,0,0
x1908x,Crime,blow,0,0,1
x1908x,Crime,ordered,1,1,1
x1908x,Crime,died,1,1,1
x1908x,Crime,court,1,1,1
x1908x,Crime,driver,1,1,1
x1908x,Crime,evidence,0,0,1
x1908x,Crime,teenage,1,1,1
x1908x,Crime,doctor,0,0,1
x1908x,Crime,witnessed,0,1,0
x1908x,Crime,replied,0,0,1
x1908x,Crime,trial,1,1,1
x1908x,Crime,continue,0,0,1
x1908x,Crime,belfast,1,1,1
x1908x,Crime,believed,0,1,0
x1908x,Crime,defence,0,0,1
x1908x,Crime,itinerant,1,0,0
x1908x,Crime,appear,1,1,1
x1908x,Crime,policeman,0,0,1
x1908x,Rugby,club,0,1,0
x1908x,Rugby,kicked,1,1,1
x1908x,Rugby,handled,1,0,0
x1908x,Rugby,parity,0,0,1
x1908x,Rugby,disarray,1,1,1
x1908x,Rugby,ensuing,0,1,0
x1908x,Rugby,drove,0,0,1
x1908x,Rugby,yards,0,1,0
x1908x,Rugby,cover,0,0,1
x1908x,Rugby,detached,0,0,1
x1908x,Rugby,offside,0,1,0
x1908x,Rugby,indebted,1,0,0
x1908x,Rugby,penalties,1,0,0
x1908x,Rugby,abundance,1,1,1
x1908x,Rugby,scoring,0,1,0
x1908x,Rugby,punt,0,0,1
x1908x,Rugby,defeat,0,1,0
x1908x,Rugby,penalty,1,1,1
x1908x,Rugby,wide,0,1,0
x1908x,Rugby,metres,1,1,1
x1908x,Rugby,score,1,0,0
